province_index,province_id,red,green,blue,local_name,common_name,old_imperial_name,religious_name,enemy_name,region_id,controller,terrain,biome,terrain_feature,primary_resource,road_level,port_level,fort_level,mana_site_level,strategic_value,center_x,center_y,pixel_area,is_seed_frontier
641,PROV_FENWARD_016,80,221,147,Wold Fen,Wold Fen,Outer Record 016,Fenward Shrine 016,Wold Fen Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,61,450.85,886.17,2931,no
642,PROV_FENWARD_017,23,44,0,Mire Mire,Mire Mire,Outer Record 017,Fenward Shrine 017,Mire Mire Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,64,523.01,885.94,3477,no
643,PROV_FENWARD_018,221,122,109,Timber Wood,Timber Wood,Outer Record 018,Fenward Shrine 018,Timber Wood Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,62,597.22,876.37,3013,no
644,PROV_FENWARD_019,163,200,218,Marsh Reed,Marsh Reed,Outer Record 019,Fenward Shrine 019,Marsh Reed Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,59,669.62,875.13,3111,no
645,PROV_FENWARD_020,106,23,71,Reed Bank,Reed Bank,Outer Record 020,Fenward Shrine 020,Reed Bank Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,65,312.43,958.56,7498,no
646,PROV_FENWARD_021,48,101,180,Fen Hollow,Fen Hollow,Outer Record 021,Fenward Shrine 021,Fen Hollow Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,63,389.17,918.52,3221,no
647,PROV_FENWARD_022,246,180,33,Green Marsh,Green Marsh,Outer Record 022,Fenward Shrine 022,Green Marsh Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,63,660.64,913.96,3130,no
648,PROV_FENWARD_023,189,2,142,Black Thicket,Black Thicket,Outer Record 023,Fenward Shrine 023,Black Thicket Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,1,72,239.11,999.23,4568,no
649,PROV_FENWARD_024,131,80,251,Alder Refuge,Alder Refuge,Outer Record 024,Fenward Shrine 024,Alder Refuge Insult-Name,REG_FENWARD,FAC_FENWARD_LOCAL,bog_forest,marsh,bog_forest,TIMBER,1,0,2,0,61,1053.4,989.57,5301,no
650,PROV_BANNERFIELDS_001,73,159,104,Ostren Holt,Ostren Holt,Old Road Ledger 001,Bannerfields Shrine 001,Ostren Holt Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,78,351.31,782.28,3432,no
651,PROV_BANNERFIELDS_002,15,237,213,Abbey Plain,Abbey Plain,Old Road Ledger 002,Bannerfields Shrine 002,Abbey Plain Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,83,400.72,958.88,2663,no
652,PROV_BANNERFIELDS_003,214,60,66,Marden March,Marden March,Old Road Ledger 003,Bannerfields Shrine 003,Marden March Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,81,463.39,944.45,3124,no
653,PROV_BANNERFIELDS_004,156,138,175,East Saint,East Saint,Old Road Ledger 004,Bannerfields Shrine 004,East Saint Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,80,519.93,936.38,3996,no
654,PROV_BANNERFIELDS_005,98,217,28,Katta Field,Katta Field,Old Road Ledger 005,Bannerfields Shrine 005,Katta Field Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,76,587.16,937.47,4577,no
655,PROV_BANNERFIELDS_006,41,39,137,Wheat Banner,Wheat Banner,Old Road Ledger 006,Bannerfields Shrine 006,Wheat Banner Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,78,655.56,968.81,6577,no
656,PROV_BANNERFIELDS_007,239,117,246,Wold Wold,Wold Wold,Old Road Ledger 007,Bannerfields Shrine 007,Wold Wold Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,79,744.25,960.4,5859,no
657,PROV_BANNERFIELDS_008,181,196,99,West Abbey,West Abbey,Old Road Ledger 008,Bannerfields Shrine 008,West Abbey Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,74,805.41,946.66,2709,no
658,PROV_BANNERFIELDS_009,124,18,208,Saddle Estate,Saddle Estate,Old Road Ledger 009,Bannerfields Shrine 009,Saddle Estate Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,80,391.07,1003.19,4532,no
659,PROV_BANNERFIELDS_010,66,97,61,Banner Ford,Banner Ford,Old Road Ledger 010,Bannerfields Shrine 010,Banner Ford Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,78,469.53,998.93,4145,no
660,PROV_BANNERFIELDS_011,8,175,170,Ostren Holt,Ostren Holt,Old Road Ledger 011,Bannerfields Shrine 011,Ostren Holt Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,80,549.15,1008.93,7113,no
661,PROV_BANNERFIELDS_012,206,254,23,Abbey Plain,Abbey Plain,Old Road Ledger 012,Bannerfields Shrine 012,Abbey Plain Insult-Name,REG_BANNERFIELDS,FAC_OSTREN_LOCAL,grain_estate,farmland,grain_estate,GRAIN,3,0,2,0,87,847.17,1006.52,5028,no
662,PROV_TALUUN_STEPPE_111,149,76,132,Taluun Bend,Taluun Bend,Outer Record 111,Taluun Steppe Shrine 111,Taluun Bend Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2120.32,18.1,1540,no
663,PROV_TALUUN_STEPPE_112,91,154,241,Mare Field,Mare Field,Outer Record 112,Taluun Steppe Shrine 112,Mare Field Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2821.97,22.42,3382,no
664,PROV_TALUUN_STEPPE_113,33,233,94,Nine Kurgan,Nine Kurgan,Outer Record 113,Taluun Steppe Shrine 113,Nine Kurgan Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,56,2022.52,129.11,966,no
665,PROV_TALUUN_STEPPE_114,232,55,203,Boru Herd,Boru Herd,Outer Record 114,Taluun Steppe Shrine 114,Boru Herd Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,57,2628.32,563.27,3573,no
666,PROV_MAREN_COAST_097,174,134,56,Blue Chain,Blue Chain,Old Road Ledger 097,Maren Coast Shrine 097,Blue Chain Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,76,1985.63,745.07,3238,no
667,PROV_MAREN_COAST_098,116,212,165,Tessel Bell,Tessel Bell,Old Road Ledger 098,Maren Coast Shrine 098,Tessel Bell Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,75,1343.0,868.25,1139,no
668,PROV_TALUUN_STEPPE_115,59,35,18,Saddle Camp,Saddle Camp,Outer Record 115,Taluun Steppe Shrine 115,Saddle Camp Insult-Name,REG_TALUUN_STEPPE,FAC_TALUUN_WHITE_MARE,steppe_market,steppe,steppe_market,HORSES,1,0,2,0,55,2857.71,1352.24,3602,no
669,PROV_QERESH_WELLS_124,1,113,127,Iresh Spire,Iresh Spire,Outer Record 124,Qeresh Wells Shrine 124,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,55,2112.25,1476.58,1008,no
